gene_name,family_id,description,is_clock_network_gene,family_size
NCU04886,5473,MFS multidrug transporter,False,1
NCU04884,5474,Alpha/beta hydrolase fold protein,False,1
NCU09981,5475,Uncharacterized protein,False,1
NCU09980,5476,DUF255 domain-containing protein,False,1
NCU10039,5477,SET domain-containing protein,True,1
NCU10037,5478,Uncharacterized protein,False,1
NCU10036,5479,Golgi matrix protein,False,1
NCU10035,5480,Chorismate synthase protein,False,1
NCU06872,5481,Uncharacterized protein,True,1
NCU07513,5482,Protein kinase domain-containing protein,True,1
NCU07511,5483,Heterokaryon incompatibility domain-containing protein,False,1
NCU07510,5484,Uncharacterized protein,False,1
NCU09429,5485,Flavin-containing monooxygenase,True,1
NCU09428,5486,Uncharacterized protein,True,1
NCU09426,5487,Uncharacterized protein,True,1
NCU07364,5488,HCNGP-domain-containing protein,False,1
NCU07363,5489,Uncharacterized protein,False,1
NCU06864,5490,cAMP-independent regulatory protein pac2,False,1
NCU06938,5491,Ecp2 effector protein-like domain-containing protein,False,1
NCU06937,5492,Ecp2 effector protein-like domain-containing protein,False,1
NCU06936,5493,NmrA-like domain-containing protein,False,1
NCU06935,5494,Integrase zinc-binding domain-containing protein,True,1
NCU06934,5495,AB hydrolase-1 domain-containing protein,True,1
NCU06933,5496,Cupin type-2 domain-containing protein,True,1
NCU06932,5497,F-box domain-containing protein,False,1
NCU09010,5498,Subtelomeric hrmA-associated cluster protein AFUB-079030/YDR124W-like helical bundle domain-containing protein,False,1
NCU09008,5499,25S rRNA (uridine-N(3))-methyltransferase BMT5-like domain-containing protein,True,1
NCU09969,5500,Uncharacterized protein,False,1
NCU04988,5501,Uncharacterized protein,True,1
NCU04986,5502,WD40 repeat-like protein,False,1
NCU09904,5503,"Glucan 1,3-beta-glucosidase",False,1
NCU10031,5504,Monooxygenase,False,1
NCU10028,5505,Bax Inhibitor family protein,False,1
NCU10027,5506,Kelch repeat protein,False,1
NCU06862,5507,Uncharacterized protein,False,1
NCU06861,5508,Glycosyl hydrolase family 43 protein,False,1
NCU06859,5509,Transcription factor Rba50,False,1
NCU09452,5510,Transmembrane protein,True,1
NCU09451,5511,Domain of unknown function at the cortex 1 domain-containing protein,False,1
NCU09448,5512,Extracellular membrane protein CFEM domain-containing protein,False,1
NCU09846,5513,Uncharacterized protein,False,1
NCU09845,5514,AB hydrolase-1 domain-containing protein,False,1
NCU09843,5515,WD repeat containing protein 57,True,1
NCU09841,5516,Phosphotyrosine protein phosphatase,True,1
NCU06945,5517,NmrA-like domain-containing protein,False,1
NCU06940,5518,Uncharacterized protein,False,1
NCU09530,5519,Uncharacterized protein,False,1
NCU09527,5520,MARVEL domain-containing protein,True,1
NCU10020,5521,Methionine synthase,False,1
NCU10016,5522,Thermophilic desulfurizing enzyme family protein,False,1
NCU10014,5523,Uncharacterized protein,True,1
NCU10012,5524,Uncharacterized protein,False,1
NCU10010,5525,Uncharacterized protein,True,1
NCU07795,5526,DUF1665 domain-containing protein,False,1
NCU07789,5527,Uncharacterized protein,False,1
NCU09977,5528,Uncharacterized protein,False,1
NCU09976,5529,Rhamnogalacturonan acetylesterase,True,1
NCU09973,5530,C2H2-type domain-containing protein,True,1
NCU09972,5531,Mitochondrial adapter protein MCP1 transmembrane domain-containing protein,False,1
NCU09971,5532,C2H2-type domain-containing protein,False,1
NCU09970,5533,Uncharacterized protein,False,1
nuo20.1,5534,NADH:ubiquinone oxidoreductase 20.1kD subunit,False,1
NCU09459,5535,Uncharacterized protein,False,1
NCU09456,5536,Dimethylaniline monooxygenase,False,1
NCU09455,5537,SnoaL-like domain-containing protein,True,1
NCU09453,5538,Uncharacterized protein,False,1
NCU05915,5539,Uncharacterized protein,True,1
NCU05914,5540,Uncharacterized protein,False,1
NCU05912,5541,BTB domain-containing protein,False,1
NCU05911,5542,Uncharacterized protein,False,1
NCU05910,5543,Uncharacterized protein,False,1
NCU05909,5544,C2H2-type domain-containing protein,True,1
NCU05907,5545,Uncharacterized protein,False,1
NCU05906,5546,BTB domain-containing protein,False,1
NCU10005,5547,Uncharacterized protein,False,1
NCU10003,5548,HET domain-containing protein,False,1
NCU10002,5549,Uncharacterized protein,False,1
NCU10001,5550,Peptidase C14 caspase domain-containing protein,False,1
NCU05932,5551,Lytic polysaccharide monooxygenase,False,1
NCU05931,5552,Beta-lactamase-related domain-containing protein,False,1
NCU05929,5553,G domain-containing protein,False,1
NCU05928,5554,G domain-containing protein,False,1
NCU05926,5555,MIT domain-containing protein,False,1
NCU07359,5556,Uncharacterized protein,True,1
NCU09293,5557,Uncharacterized protein,False,1
NCU09289,5558,Uncharacterized protein,True,1
NCU09288,5559,Cyclin-domain-containing protein,False,1
mig-6,5560,Zinc-containing alcohol dehydrogenase,False,1
NCU09017,5561,Uncharacterized protein,False,1
NCU09015,5562,Tat pathway signal sequence,False,1
NCU09014,5563,Cleavage and polyadenylation specificity factor subunit 5,True,1
NCU09013,5564,UPF0047 domain-containing protein,True,1
NCU09424,5565,Bulb-type lectin domain-containing protein,True,1
NCU09423,5566,Secreted protein,False,1
NCU09422,5567,Uncharacterized protein,True,1
NCU09421,5568,Uncharacterized protein,False,1
NCU09418,5569,F-box domain-containing protein,False,1
NCU09416,5570,Cellulose-binding GDSL lipase/acylhydrolase,False,1
NCU09415,5571,RGS domain-containing protein,False,1
NCU09413,5572,Rhodopsin domain-containing protein,False,1
NCU09640,5573,MFS toxin efflux pump,False,1
NCU09639,5574,Alcohol acetyltransferase,False,1
NCU07410,5575,BTB domain-containing protein,True,1
NCU07406,5576,Uncharacterized protein,False,1
NCU07405,5577,Uncharacterized protein,False,1
NCU07742,5578,Poly(P)/ATP NAD kinase,True,1
NCU07741,5579,1-acyl-sn-glycerol-3-phosphate acyltransferase 2,True,1
NCU07739,5580,YTP1,False,1
NCU07738,5581,Ca3427-like PBP 2 domain-containing protein,False,1
NCU07737,5582,Salicylate hydroxylase,True,1
NCU07736,5583,PEP5,False,1
NCU09759,5584,Endonuclease/exonuclease/phosphatase,True,1
NCU09755,5585,Tetraspanin Tsp3,False,1
NCU09922,5586,Tafazzin,False,1
NCU09917,5587,Uncharacterized protein,False,1
NCU06955,5588,Uncharacterized protein,False,1
NCU06954,5589,Uncharacterized protein,False,1
NCU06953,5590,Uncharacterized protein,False,1
NCU06951,5591,Ketoreductase domain-containing protein,False,1
NCU06949,5592,Subtilisin-like proteinase Mp1,False,1
NCU05925,5593,S-adenosyl-L-methionine-dependent methyltransferase,False,1
NCU05922,5594,Arrestin-like N-terminal domain-containing protein,False,1
NCU05921,5595,BTB domain-containing protein,False,1
NCU05920,5596,BTB domain-containing protein,True,1
NCU05919,5597,Heterokaryon incompatibility domain-containing protein,False,1
NCU05918,5598,Uncharacterized protein,False,1
NCU05917,5599,Ubiquitin 3 binding protein But2 C-terminal domain-containing protein,False,1
NCU05916,5600,"Alpha-1,3-mannosyltransferase CMT1",False,1
NCU09154,5601,Nudix hydrolase domain-containing protein,False,1
NCU09153,5602,Uncharacterized protein,False,1
NCU09152,5603,Uncharacterized protein,True,1
rsk,5604,Resistant to Spore killer protein,False,1
NCU09150,5605,Uncharacterized protein,False,1
NCU09149,5606,Uncharacterized protein,True,1
NCU09148,5607,Uncharacterized protein,True,1
NCU09145,5608,Uncharacterized protein,False,1
NCU04984,5609,Uncharacterized protein,False,1
NCU04983,5610,Lathosterol oxidase,False,1
NCU07765,5611,Uncharacterized protein,False,1
NCU07764,5612,Uncharacterized protein,False,1
NCU07761,5613,Glycosyltransferase family 32 protein,False,1
NCU07759,5614,Uncharacterized protein,True,1
NCU07579,5615,SCA7 domain-containing protein,False,1
NCU07578,5616,Peroxisomal adenine nucleotide transporter 1,False,1
NCU07575,5617,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU07573,5618,Uncharacterized protein,True,1
NCU07572,5619,PH domain-containing protein,False,1
NCU04589,5620,Heterokaryon incompatibility protein 6,False,1
NCU09336,5621,Uncharacterized protein,False,1
NCU09335,5622,DUF7896 domain-containing protein,True,1
NCU09992,5623,Serine peptidase,True,1
NCU09990,5624,Uncharacterized protein,False,1
NCU09988,5625,Uncharacterized protein,False,1
NCU09986,5626,Uncharacterized protein,False,1
NCU09914,5627,N-acetyltransferase domain-containing protein,False,1
NCU09913,5628,Major royal jelly protein,False,1
NCU09912,5629,MFS transporter,False,1
NCU09911,5630,Formyltetrahydrofolate deformylase,False,1
NCU09910,5631,Heterokaryon incompatibility domain-containing protein,False,1
NCU09908,5632,Uncharacterized protein,True,1
NCU09907,5633,Uncharacterized protein,True,1
NCU09109,5635,60S ribosomal protein L33,False,1
NCU07355,5636,Glycosyl hydrolase family 71 protein,False,1
NCU07354,5637,Protein kinase domain-containing protein,False,1
NCU07350,5638,AB hydrolase-1 domain-containing protein,True,1
NCU07349,5639,BTB domain transcription factor,False,1
NCU07348,5640,Amidoligase enzyme,False,1
NCU07345,5641,Uncharacterized protein,True,1
NCU07344,5642,Uncharacterized protein,True,1
NCU09777,5643,UPF0075 domain-containing protein,True,1
NCU09776,5644,Aminoglycoside phosphotransferase domain-containing protein,True,1
NCU09773,5645,Oligopeptide transporter,True,1
NCU09772,5646,Heterokaryon incompatibility domain-containing protein,False,1
NCU09771,5647,DUF895 domain membrane protein,False,1
NCU09768,5648,Uncharacterized protein,False,1
NCU09767,5649,Membrane transporter,False,1
NCU09766,5650,Uncharacterized protein,False,1
NCU09765,5651,Surface protein 1,True,1
fwd-2,5652,F-box/WD-40 domain-containing protein 2,False,1
NCU07518,5653,Uncharacterized protein,True,1
NCU09858,5654,Acylamide-delta3(E)-desaturase,True,1
NCU09857,5655,DUF7708 domain-containing protein,False,1
NCU09856,5656,AAA+ ATPase domain-containing protein,False,1
NCU09855,5657,Nicotianamine synthase,True,1
NCU09853,5658,Thioesterase domain-containing protein,False,1
NCU09852,5659,Capsule polysaccharide biosynthesis protein,False,1
NCU09851,5660,Uncharacterized protein,True,1
NCU09848,5661,Malate dehydrogenase,False,1
NCU07809,5662,Uncharacterized protein,False,1
NCU07808,5663,ABM domain-containing protein,True,1
NCU07806,5664,Uncharacterized protein,False,1
NCU07805,5665,Aminotransferase class V domain-containing protein,False,1
NCU07804,5666,Uncharacterized protein,False,1
NCU07802,5667,Uncharacterized protein,False,1
NCU07801,5668,Uncharacterized protein,True,1
NCU07799,5669,Uncharacterized protein,False,1
NCU07798,5670,Uncharacterized protein,False,1
NCU07797,5671,Uncharacterized protein,False,1
NCU04902,5672,Sodium-hydrogen antiporter,False,1
NCU04901,5673,Uncharacterized protein,True,1
NCU04900,5674,Uncharacterized protein,False,1
NCU04897,5675,Uncharacterized protein,True,1
NCU04896,5676,Gfd2/YDR514C-like C-terminal domain-containing protein,False,1
NCU04894,5677,Gfd2/YDR514C-like C-terminal domain-containing protein,False,1
NCU04893,5678,Uncharacterized protein,False,1
NCU04892,5679,Uncharacterized protein,False,1
NCU04891,5680,Gfd2/YDR514C-like C-terminal domain-containing protein,False,1
NCU04890,5681,Uncharacterized protein,True,1
NCU04889,5682,Uncharacterized protein,False,1
NCU04888,5683,Gfd2/YDR514C-like C-terminal domain-containing protein,False,1
NCU07424,5684,Uncharacterized protein,False,1
NCU07423,5685,Uncharacterized protein,False,1
NCU07421,5686,RRM domain-containing protein,False,1
NCU07419,5687,F-box domain-containing protein,False,1
NCU07415,5688,Proline iminopeptidase,False,1
NCU07412,5689,PHD finger and BAH domain-containing protein,False,1
NCU09509,5690,DUF7719 domain-containing protein,True,1
NCU09508,5691,Chitin deacetylase,True,1
NCU09506,5692,Uncharacterized protein,False,1
NCU09502,5693,DUF8035 domain-containing protein,False,1
NCU09500,5694,ATPase AAA-type core domain-containing protein,False,1
NCU09499,5695,Uncharacterized protein,True,1
NCU09498,5696,CBM-cenC domain-containing protein,True,1
NCU09305,5697,Alpha/beta hydrolase fold-3 domain-containing protein,False,1
NCU09304,5698,"Glutamate-1-semialdehyde 2,1-aminomutase",False,1
NCU09303,5699,Mtf2-like C-terminal domain-containing protein,False,1
NCU09295,5700,Uncharacterized protein,False,1
NCU09294,5701,Uncharacterized protein,False,1
NCU09966,5702,Uncharacterized protein,True,1
NCU09965,5703,Uncharacterized protein,False,1
NCU09964,5704,Uncharacterized protein,False,1
NCU09961,5705,Uncharacterized protein,True,1
NCU09959,5706,Fe2OG dioxygenase domain-containing protein,True,1
NCU09958,5707,Ankyrin,False,1
NCU09957,5708,DUF7580 domain-containing protein,False,1
NCU09956,5709,Uncharacterized protein,False,1
NCU09955,5710,Uncharacterized protein,False,1
NCU09954,5711,Heterokaryon incompatibility domain-containing protein,True,1
NCU09953,5712,Uncharacterized protein,True,1
NCU09952,5713,Uncharacterized protein,False,1
NCU09951,5714,Uncharacterized protein,False,1
NCU09950,5715,Uncharacterized protein,False,1
NCU09949,5716,Uncharacterized protein,True,1
NCU09948,5717,Uncharacterized protein,False,1
NCU09947,5718,Uncharacterized protein,False,1
NCU07403,5719,Secretory component protein shr3,False,1
NCU07402,5720,Pyridoxal reductase,False,1
NCU07400,5721,CAP-Gly domain-containing protein,False,1
NCU07398,5722,Uncharacterized protein,True,1
NCU07396,5723,Uncharacterized protein,True,1
NCU07394,5724,Cytoskeleton-associated protein,True,1
NCU09284,5725,ADP-ribosylglycohydrolase,True,1
NCU09283,5726,Acetyltransferase,True,1
NCU09282,5727,Heterokaryon incompatibility domain-containing protein,False,1
NCU09280,5728,Uncharacterized protein,True,1
NCU09278,5729,Oxidoreductase,False,1
NCU09277,5730,Uncharacterized protein,True,1
NCU09276,5731,Uncharacterized protein,False,1
NCU09275,5732,Uncharacterized protein,True,1
NCU09273,5733,FAD-binding PCMH-type domain-containing protein,False,1
NCU09270,5734,IQ calmodulin-binding motif domain-containing protein,False,1
NCU09526,5735,DUF676 domain-containing protein,False,1
NCU09525,5736,Secreted protein,True,1
NCU09523,5737,Uncharacterized protein,False,1
NCU09522,5738,Alternative oxidase,False,1
NCU09519,5739,"2,5-diketo-D-gluconic acid reductase A",False,1
NCU09518,5740,Glucooligosaccharide oxidase,False,1
NCU09517,5741,Squalene/phytoene synthase,True,1
NCU09513,5742,GTP-binding protein 1,False,1
NCU09511,5743,Uncharacterized protein,False,1
NCU09836,5744,Uncharacterized protein,True,1
NCU09835,5745,Uncharacterized protein,False,1
NCU09834,5746,Uncharacterized protein,True,1
NCU09832,5747,Glycosyl transferase family 25 domain-containing protein,False,1
NCU09831,5748,MFS general substrate transporter,False,1
NCU09828,5749,Uncharacterized protein,False,1
NCU09827,5750,SET domain-containing protein,False,1
NCU07758,5751,Uncharacterized protein,False,1
NCU07753,5753,Uncharacterized protein,False,1
NCU07752,5754,Uncharacterized protein,False,1
NCU07751,5755,Uncharacterized protein,False,1
NCU07750,5756,Uncharacterized protein,True,1
NCU07749,5757,Uncharacterized protein,False,1
NCU07748,5758,Uncharacterized protein,True,1
NCU07747,5759,Uncharacterized protein,False,1
NCU07746,5760,F-box domain-containing protein,False,1
NCU07745,5761,Zn(2)-C6 fungal-type domain-containing protein,False,1
NCU07744,5762,Uncharacterized protein,False,1
NCU07743,5763,TauD/TfdA-like domain-containing protein,False,1
NCU09062,5764,ELYS-like domain-containing protein,False,1
NCU09061,5765,Heterokaryon incompatibility domain-containing protein,False,1
NCU09060,5766,Uncharacterized protein,True,1
NCU09059,5767,Ecp2 effector protein domain-containing protein,True,1
NCU09058,5768,Enoyl-CoA hydratase,False,1
NCU09057,5769,LEA domain-containing protein,True,1
NCU09056,5770,Nucleoporin NUP37 beta-propeller domain-containing protein,False,1
NCU09054,5771,Uncharacterized protein,True,1
NCU09053,5772,Uncharacterized protein,True,1
NCU09052,5773,Uncharacterized protein,True,1
NCU09050,5774,FAD binding domain-containing protein,False,1
NCU09049,5775,MARVEL domain-containing protein,True,1
NCU05968,5776,Uncharacterized protein,False,1
NCU05965,5777,Arabinosidase,False,1
NCU05964,5778,Developmental regulator VosA,False,1
NCU05962,5779,Uncharacterized protein,False,1
NCU05961,5780,DUF572 domain-containing protein,False,1
NCU05958,5781,Uncharacterized protein,True,1
NCU05957,5782,Heterokaryon incompatibility domain-containing protein,True,1
NCU05954,5783,Uncharacterized protein,False,1
NCU09444,5784,MFS multidrug transporter,False,1
NCU09439,5785,RecQ mediated genome instability protein Rmi1,False,1
NCU09438,5786,Translation repressor/antiviral protein Ski3,True,1
NCU09433,5787,Uncharacterized protein,False,1
NCU07569,5788,DUF7907 domain-containing protein,False,1
NCU07568,5789,HMG box domain-containing protein,False,1
NCU07567,5790,T-complex protein 1 subunit theta,False,1
NCU07565,5791,von Willebrand RING finger domain-containing protein,True,1
NCU07564,5792,Siderophore iron transporter mirC,False,1
NCU07563,5793,Saccharopine dehydrogenase NADP binding domain-containing protein,False,1
NCU07562,5794,60S ribosomal protein L43,True,1
NCU07561,5795,PHD and RING finger domain-containing protein,False,1
NCU07558,5796,Sporulation protein RMD1,True,1
NCU07557,5797,Uncharacterized protein,False,1
NCU07555,5798,Uncharacterized protein,False,1
NCU09899,5799,Frp1,False,1
NCU09898,5800,Uncharacterized protein,False,1
NCU09895,5801,Thioesterase,False,1
NCU09894,5802,CCAAT-box-binding transcription factor,False,1
NCU05987,5803,Formin GTPase-binding domain-containing protein,True,1
NCU05986,5804,Sucrase/ferredoxin domain-containing protein,False,1
NCU05985,5805,Glycerol-3-phosphate O-acyltransferase,False,1
NCU05981,5806,Uncharacterized protein,False,1
NCU05979,5807,Transcriptional regulatory protein RXT2 N-terminal domain-containing protein,False,1
NCU05978,5808,Tyrosinase copper-binding domain-containing protein,True,1
NCU05977,5809,Dihydrodipicolinate synthase,False,1
NCU05976,5810,Uncharacterized protein,False,1
NCU09886,5811,Mesaconyl-C4 CoA hydratase,False,1
NCU09881,5812,WW domain-containing protein,False,1
NCU09878,5813,Vacuolar sorting protein Vps3844 C-terminal domain-containing protein,False,1
NCU09877,5814,Uncharacterized protein,False,1
NCU09875,5815,Capsule polysaccharide synthase Cps1,True,1
NCU09874,5816,Oligopeptide transporter,False,1
NCU04576,5817,F-box domain-containing protein,False,1
NCU04568,5818,Pantothenate transporter liz1 (Fragment),False,1
NCU04560,5819,Uncharacterized protein,False,1
NCU04559,5820,Uncharacterized protein,False,1
NCU08916,5821,Uncharacterized protein,False,1
NCU07783,5822,NADH-ubiquinone oxidoreductase complex 1/LYR family protein,True,1
NCU09665,5823,Uncharacterized protein,True,1
NCU09663,5824,Axe2,False,1
NCU09660,5825,Ecp2 effector protein-like domain-containing protein,False,1
NCU09659,5826,5'-nucleotidase,True,1
NCU09658,5827,Uncharacterized protein,True,1
NCU09657,5828,GYF domain-containing protein,True,1
NCU09656,5829,Carboxymethylenebutenolidase,False,1
NCU09654,5830,MFS transporter,False,1
NCU09653,5831,YhhN family protein,False,1
NCU09652,5832,Beta-xylosidase,False,1
NCU09650,5833,SMP domain-containing protein,False,1
NCU09647,5834,Asl1-like glycosyl hydrolase catalytic domain-containing protein,False,1
NCU09645,5835,Uncharacterized protein,False,1
NCU09412,5836,Prolyl 4-hydroxylase alpha subunit Fe(2+) 2OG dioxygenase domain-containing protein,False,1
NCU09411,5837,Uncharacterized protein,False,1
NCU09409,5838,Arylesterase/monooxygenase,True,1
NCU09408,5839,Acid phosphatase,True,1
NCU09404,5840,Uncharacterized protein,True,1
NCU09403,5841,NmrA family protein,False,1
NCU09402,5842,Beta-lactamase-related domain-containing protein,False,1
NCU09401,5843,DUF6604 domain-containing protein,True,1
NCU09400,5844,Integral membrane protein,False,1
NCU09396,5845,Uncharacterized protein,False,1
NCU09395,5846,Uncharacterized protein,True,1
NCU09394,5847,Uncharacterized protein,False,1
NCU09393,5848,Uncharacterized protein,False,1
NCU09391,5849,Phenylalanine ammonia-lyase,False,1
NCU09389,5850,Uncharacterized protein,False,1
NCU09551,5851,MFS multidrug transporter,False,1
NCU09549,5852,C6 zinc finger domain-containing protein,False,1
NCU09546,5853,Translation initiation factor eIF4E3,False,1
NCU09543,5854,PQ loop repeat protein,False,1
NCU09542,5855,Impact family protein,True,1
NCU09540,5856,Methyltransferase domain-containing protein,True,1
NCU05953,5857,Indole-diterpene biosynthesis protein PaxU,False,1
NCU05952,5858,Uncharacterized protein,False,1
NCU05951,5859,Uncharacterized protein,False,1
NCU05950,5860,Uncharacterized protein,False,1
NCU05949,5861,Uncharacterized protein,False,1
NCU05947,5862,Uncharacterized protein,True,1
NCU05946,5863,Uncharacterized protein,False,1
NCU05940,5864,Uncharacterized protein,False,1
NCU05939,5865,Cell division control protein 4,False,1
NCU05938,5866,HORMA domain-containing protein,True,1
NCU05935,5867,WSC domain-containing protein,False,1
NCU05934,5868,F-box domain-containing protein,False,1
NCU06012,5869,Serine hydrolase domain-containing protein,False,1
NCU06009,5870,Oxidoreductase,False,1
NCU06008,5871,Uncharacterized protein,True,1
NCU06007,5872,Cupin type-2 domain-containing protein,False,1
stk-37,5873,Serine/threonine protein kinase-37,False,1
NCU06001,5874,DRBM domain-containing protein,True,1
NCU06000,5875,Uncharacterized protein,False,1
NCU05998,5876,Uncharacterized protein,True,1
NCU05996,5877,C6 finger domain-containing protein,False,1
NCU05992,5878,Nucleic acid-binding protein,True,1
NCU05991,5879,3-keto-steroid reductase,False,1
NCU08891,5880,BZIP domain-containing protein,False,1
NCU08884,5881,Uncharacterized protein,False,1
NCU08883,5882,SNF2 N-terminal domain-containing protein,False,1
NCU04613,5883,HAD superfamily hydrolase,True,1
NCU07388,5884,Mid2 domain-containing protein,True,1
NCU07385,5885,Uncharacterized protein,False,1
NCU07375,5886,MFS phosphate transporter,False,1
NCU07372,5887,Uncharacterized protein,False,1
NCU07371,5888,Uncharacterized protein,False,1
NCU07370,5889,Uncharacterized protein,True,1
NCU07369,5890,VWFA domain-containing protein,False,1
NCU07368,5891,Metallo-beta-lactamase domain-containing protein,False,1
NCU04974,5892,Uncharacterized protein,False,1
mig-9,5893,Pyridoxal reductase,False,1
NCU09140,5894,C3H1-type domain-containing protein,False,1
NCU09139,5895,Tubulin-specific chaperone,True,1
NCU09138,5896,Peroxisomal dehydratase,True,1
NCU09137,5897,Uncharacterized protein,False,1
NCU09136,5898,Casein kinase II beta 2 subunit,True,1
NCU09134,5899,NTF2-like domain-containing protein,True,1
acw-7,5900,ACW-7,False,1
NCU09127,5901,SWI5-dependent HO expression protein 3,False,1
NCU09126,5902,Uncharacterized protein,False,1
NCU09125,5903,Uncharacterized protein,False,1
NCU09124,5904,Uncharacterized protein,False,1
NCU09121,5905,Vacuolar sorting protein,False,1
NCU09358,5906,Hexose carrier protein,True,1
NCU09356,5907,Geranylgeranyl pyrophosphate synthetase,True,1
NCU09355,5908,Glutamine-serine rich protein MS8,True,1
NCU09352,5909,Far upstream element-binding protein 2,True,1
NCU09351,5910,Uncharacterized protein,False,1
NCU09350,5911,Aspartic-type endopeptidase,False,1
NCU09348,5912,Uncharacterized protein,False,1
NCU09344,5913,Uncharacterized protein,False,1
NCU09343,5914,DUF829-domain-containing protein,False,1
NCU09342,5915,Uncharacterized protein,True,1
NCU09339,5916,Cyanovirin-N domain-containing protein,False,1
NCU09338,5917,Uncharacterized protein,False,1
NCU09726,5918,2EXR domain-containing protein,False,1
NCU09725,5919,Uncharacterized protein,False,1
NCU09724,5920,Uncharacterized protein,True,1
NCU09723,5921,Uncharacterized protein,False,1
NCU09722,5922,Transcriptional regulator,True,1
NCU09720,5923,Uncharacterized protein,False,1
NCU09719,5924,Cerato-platanin,False,1
NCU09717,5925,Uncharacterized protein,False,1
NCU09716,5926,Retrovirus-related Pol polyprotein from transposon TNT 1-94-like beta-barrel domain-containing protein,False,1
NCU09714,5927,Hypervirulence associated protein TUDOR domain-containing protein,True,1
NCU09713,5928,Uncharacterized protein,False,1
NCU09711,5929,Vacuolar import and degradation protein 27,False,1
NCU09708,5930,PDCD2 C terminal domain-containing protein,False,1
NCU09705,5931,GAL10,False,1
NCU09704,5932,RNA 3'-terminal phosphate cyclase domain-containing protein,False,1
NCU09702,5933,"Endo-beta-1,6-galactanase",False,1
NCU09699,5934,Histone acetyltransferase Spt10,False,1
NCU09046,5935,NTF2-like domain-containing protein,False,1
NCU09045,5936,Heterokaryon incompatibility protein,False,1
NCU09043,5937,Caleosin domain-containing protein,False,1
NCU09041,5938,L-xylulose reductase,True,1
mig-4,5939,Dehydrogenase FUB6,False,1
NCU09039,5940,Allantoate permease,True,1
NCU09037,5941,Heterokaryon incompatibility domain-containing protein,True,1
NCU09036,5942,Uncharacterized protein,True,1
NCU09035,5943,Alcohol dehydrogenase,False,1
NCU09034,5944,Mandelate racemase/muconate lactonizing enzyme family protein,False,1
NCU09033,5945,C6 transcription factor,False,1
NCU09032,5946,Uncharacterized protein,True,1
NCU09031,5947,Fungal N-terminal domain-containing protein,False,1
NCU09030,5948,Uncharacterized protein,False,1
NCU09029,5949,DUF7907 domain-containing protein,False,1
NCU09027,5950,MFS transporter,False,1
NCU09023,5951,Laccase 2,True,1
NCU09020,5952,Malic acid transport protein,False,1
NCU09007,5953,Uncharacterized protein,False,1
NCU09003,5954,Uncharacterized protein,False,1
nuo10.6,5955,NADH:ubiquinone oxidoreductase 10.6kD subunit,False,1
NCU08996,5956,SnoaL-like domain-containing protein,False,1
NCU08994,5957,MOZ protein represents a chromatin-associated acetyltransferase,True,1
NCU08987,5958,Uncharacterized protein,False,1
NCU08984,5959,AB hydrolase-1 domain-containing protein,True,1
NCU08982,5960,PLC-like phosphodiesterase,False,1
NCU08979,5961,Uncharacterized protein,True,1
NCU08978,5962,DUF3074 domain-containing protein,True,1
NCU08975,5963,Uncharacterized protein,False,1
NCU08974,5964,FYVE-type domain-containing protein,False,1
NCU07552,5965,Uncharacterized protein,True,1
NCU07551,5966,U3 snoRNA associated,True,1
NCU07541,5967,Uncharacterized protein,False,1
NCU07540,5968,Uncharacterized protein,False,1
NCU07539,5969,Isopenicillin N synthase-like Fe(2+) 2OG dioxygenase domain-containing protein,True,1
NCU07537,5970,Uncharacterized protein,False,1
sah-3,5971,SAH-3,False,1
NCU07532,5972,Uncharacterized protein,False,1
NCU07529,5973,Uncharacterized protein,False,1
NCU07527,5974,Heterokaryon incompatibility domain-containing protein,False,1
NCU07526,5975,Uncharacterized protein,False,1
NCU07525,5976,Myb-like domain-containing protein,False,1
NCU07523,5977,"1,3-beta glucanase",True,1
NCU09190,5978,Uncharacterized protein,False,1
NCU09188,5979,Uncharacterized protein,True,1
NCU09187,5980,AAA+ ATPase domain-containing protein,True,1
NCU09186,5981,Uncharacterized protein,False,1
NCU09182,5982,Stress responsive A/B barrel domain-containing protein,False,1
NCU09181,5983,Uncharacterized protein,True,1
NCU09180,5984,C2H2-type domain-containing protein,False,1
NCU09179,5985,Uncharacterized protein,False,1
NCU09178,5986,Uncharacterized protein,True,1
NCU09177,5987,Uncharacterized protein,False,1
NCU09176,5988,Uncharacterized protein,True,1
NCU09174,5989,G domain-containing protein,False,1
NCU09173,5990,Uncharacterized protein,True,1
NCU09172,5991,Major facilitator superfamily (MFS) profile domain-containing protein,False,1
NCU09169,5992,NmrA family transcriptional regulator,True,1
NCU09168,5993,Uncharacterized protein,False,1
NCU09167,5994,Uncharacterized protein,True,1
NCU09166,5995,Uncharacterized protein,False,1
NCU09164,5996,Uncharacterized protein,False,1
NCU09160,5997,HPP family protein,True,1
NCU09159,5998,DNA2/NAM7 helicase helicase domain-containing protein,False,1
NCU09158,5999,Uncharacterized protein,False,1
NCU09157,6000,ER transporter 6TM N-terminal domain-containing protein,False,1
NCU04877,6002,BTB domain-containing protein,False,1
NCU04876,6003,Uncharacterized protein,False,1
NCU04875,6004,Uncharacterized protein,False,1
NCU04873,6005,Uncharacterized protein,False,1
NCU04872,6006,Uncharacterized protein,False,1
NCU04871,6007,Uncharacterized protein,False,1
NCU04869,6008,Uncharacterized protein,False,1
